"sex","birth","marriage","religion","income"
1,1961,1,2,NA
2,1963,1,2,NA
1,1993,5,2,NA
1,1972,1,1,458
2,1973,1,1,162.5
1,2002,0,1,NA
2,1942,2,1,NA
1,1970,1,2,460
2,1971,1,2,NA
1,2000,0,2,NA
1,2004,0,2,NA
1,1949,1,2,NA
2,1952,1,2,130
1,1976,5,2,NA
2,1948,2,1,NA
1,1974,1,2,188
2,1975,1,1,128
2,1998,0,2,NA
1,2000,0,1,NA
1,2003,0,1,NA
2,2006,0,2,NA
1,1953,1,1,NA
2,1959,1,1,NA
2,1981,5,1,177.5
2,1983,5,1,180
1,1988,5,1,176
2,1958,5,1,NA
1,1952,1,1,NA
2,1957,1,1,50
2,1989,5,1,150
2,1990,5,1,100
1,1946,1,1,149
2,1949,1,1,NA
1,1975,1,1,270
1,1978,5,1,266
2,1981,1,1,NA
2,2014,0,1,NA
1,1961,1,1,NA
2,1961,1,2,177
1,1990,5,2,168.8
2,1992,5,2,158
2,1995,5,1,NA
1,1974,1,2,485.2
2,1976,1,2,NA
2,2005,0,2,NA
1,1947,1,1,170
2,1952,1,1,NA
1,1980,5,1,NA
1,1982,5,1,256.6
1,1943,1,1,NA
2,1946,1,1,NA
1,1973,5,1,150
2,1975,5,1,268
2,1942,2,1,NA
1,1945,3,1,NA
2,1922,2,2,NA
2,1950,1,2,NA
1,1941,1,2,NA
2,1981,5,2,263
2,1934,2,1,NA
2,1937,2,1,NA
1,1931,1,1,NA
2,1935,1,1,NA
1,1945,3,1,NA
1,1942,1,1,NA
2,1938,1,1,NA
2,1960,2,1,NA
1,1944,3,2,NA
1,1958,4,1,NA
1,1992,5,2,180
1,1932,1,1,NA
2,1943,1,1,NA
2,1941,2,2,NA
1,1951,3,2,NA
2,1994,5,2,NA
1,1946,1,2,NA
2,1948,1,2,NA
1,1962,1,1,458
2,1963,1,1,583.3
1,1996,5,1,NA
1,1943,1,2,NA
2,1947,1,2,NA
1,1967,1,2,515.6
2,1974,1,2,NA
2,2004,0,2,NA
2,2008,0,2,NA
1,1967,1,2,254.6
2,1973,1,2,258.8
2,2000,0,2,NA
1,2002,0,2,NA
1,1945,2,2,NA
1,1939,1,2,NA
2,1943,1,2,98
2,1969,3,2,100
2,1997,5,2,NA
2,1999,0,2,NA
1,2006,0,2,NA
1,1946,1,2,NA
2,1952,1,2,NA
2,1982,1,2,NA
1,1979,1,2,220
1,2015,0,2,NA
2,2015,0,2,NA
1,2015,0,2,NA
1,1954,1,2,NA
2,1958,1,1,76
1,1985,5,2,174.5
1,1990,5,2,112.5
1,1935,1,1,NA
2,1940,1,1,20
2,1939,2,1,NA
1,1963,1,2,NA
2,1965,1,2,341.3
1,1989,5,2,220
1,1991,5,2,NA
1,1976,1,2,402.2
2,1980,1,1,NA
1,2006,0,1,NA
2,2009,0,1,NA
1,1948,1,2,NA
2,1950,1,2,NA
2,1963,2,2,124.7
2,1985,1,2,NA
2,1992,5,2,NA
1,1980,1,2,435
1,2010,0,2,NA
2,2012,0,2,NA
1,1960,1,2,NA
2,1963,1,1,150
2,1990,5,2,310.4
2,1993,5,2,313
1,1973,1,1,392
2,1974,1,1,NA
1,2002,0,2,NA
2,2006,0,2,NA
1,1974,1,1,NA
2,1976,1,1,NA
1,2002,0,2,NA
1,2006,0,2,NA
1,2011,0,2,NA
1,1941,1,1,NA
2,1942,1,1,NA
2,1971,5,1,60
2,1938,2,1,NA
1,1942,1,1,NA
2,1948,1,1,NA
1,1970,5,2,208
1,1972,5,2,158
1,1964,1,1,369.6
2,1967,1,1,NA
2,1991,1,1,NA
2,2001,0,1,NA
1,1992,1,2,250
1,2014,0,2,NA
2,2014,0,2,NA
1,1970,1,2,209.6
2,1971,1,2,129.6
1,1996,5,2,144.7
1,1999,0,2,NA
1,1941,1,2,NA
2,1941,1,2,NA
1,1978,5,2,NA
2,1934,2,2,NA
2,1944,2,1,NA
1,1953,1,2,NA
2,1952,1,2,250
1,1984,5,2,NA
1,1977,1,2,528.7
2,1977,1,2,NA
1,2006,0,2,NA
1,2008,0,2,NA
1,1973,1,1,743.3
2,1978,1,1,NA
1,2003,0,1,NA
2,2005,0,1,NA
1,2014,0,1,NA
1,1971,1,1,NA
2,1973,1,1,157
2,1995,5,2,NA
1,1999,0,2,NA
2,1932,2,1,NA
2,1964,5,2,NA
2,1940,2,1,NA
2,1929,2,1,NA
1,1976,1,2,493.2
2,1980,1,2,NA
2,2007,0,2,NA
2,2014,0,2,NA
2,1933,2,1,NA
2,1972,5,2,NA
1,1976,1,2,358
2,1979,1,2,NA
2,2008,0,2,NA
2,2012,0,2,NA
2,1978,1,1,NA
2,1981,5,2,544.2
1,1978,1,1,NA
1,2006,0,1,NA
1,1968,1,2,556.3
2,1970,1,2,180
2,1998,0,2,NA
2,2001,0,2,NA
1,2007,0,2,NA
1,1958,1,1,NA
2,1964,1,1,633.3
2,1991,5,1,NA
1,1997,5,1,NA
1,1954,1,2,NA
2,1956,1,2,NA
1,1983,5,2,NA
1,1984,5,2,NA
1,1957,1,2,NA
2,1962,1,2,NA
1,1984,1,2,280
2,1987,5,2,NA
2,1985,1,2,NA
1,2012,0,2,NA
2,2014,0,2,NA
1,1963,1,1,NA
2,1968,1,1,NA
2,1992,5,1,171.3
2,1994,5,1,NA
1,1942,1,1,NA
2,1945,1,1,NA
2,1983,5,1,424.7
2,1929,2,1,NA
1,1940,2,1,NA
1,1970,1,2,841.3
2,1943,2,1,NA
2,1973,1,1,338
1,2010,0,1,NA
1,1953,1,2,210
2,1956,1,1,NA
1,1988,5,2,50
1,1991,5,2,NA
1,1936,1,2,NA
2,1935,1,1,NA
1,1936,2,1,NA
1,1932,1,1,NA
2,1935,1,1,NA
1,1966,1,2,588.3
2,1969,1,2,191.7
1,1996,5,2,NA
2,1999,0,2,NA
1,1966,1,1,833.3
2,1969,1,1,NA
2,1996,5,1,NA
2,1999,0,1,NA
1,1963,1,2,NA
2,1972,1,2,NA
2,1998,0,2,NA
1,1967,1,1,833.3
2,1968,1,1,591.3
1,1998,0,1,NA
2,2001,0,1,NA
1,1951,1,2,NA
2,1958,1,1,191.7
2,1991,5,2,233
2,1949,2,1,NA
1,1965,1,2,290
2,1966,1,2,200
1,1995,5,2,NA
2,1997,5,2,NA
1,1957,4,1,NA
2,1962,4,2,NA
1,2002,0,2,NA
1,1966,1,2,491.3
2,1973,1,2,NA
1,1974,1,2,NA
2,1977,1,2,NA
2,2005,0,2,NA
1,2011,0,2,NA
1,1968,1,2,1095.8
2,1971,1,2,NA
1,2001,0,2,NA
2,2004,0,2,NA
1,1936,1,1,NA
2,1937,1,1,NA
1,1971,1,2,500
2,1976,1,2,833.3
2,2006,0,1,NA
1,2009,0,1,NA
2,1935,2,1,NA
1,1957,1,1,505
2,1964,1,1,70
2,1992,5,1,NA
1,1955,1,2,429.6
2,1961,1,1,178
1,1988,5,2,NA
1,1991,5,2,NA
1,1961,1,1,1538
2,1965,1,1,NA
2,1990,5,1,200
1,1992,5,1,NA
2,2001,0,1,NA
1,1971,1,2,458.3
2,1973,1,2,321.7
1,2002,0,2,NA
2,1949,2,1,68
1,2005,0,2,NA
2,1936,2,1,NA
2,1945,3,1,NA
1,1942,5,2,NA
2,1957,3,2,200
1,1980,1,2,385
2,1979,1,2,NA
1,2008,0,2,NA
1,1965,1,2,NA
2,1966,1,2,NA
1,1999,0,2,NA
2,1956,3,2,89.6
2,1983,1,2,258
2,1985,5,1,150
1,2009,0,2,NA
1,1984,1,2,324.6
1,1972,1,2,975
2,1975,1,2,NA
2,2001,0,2,NA
1,2004,0,2,NA
2,2011,0,2,NA
2,1938,2,1,NA
1,1940,1,2,NA
2,1945,1,2,NA
2,1939,2,1,NA
1,1933,1,2,NA
2,1934,1,2,NA
1,1950,1,2,144
2,1956,1,2,148.8
2,1983,5,2,211.3
2,1986,5,2,210.5
1,1979,1,2,298
2,1978,1,2,326
2,2012,0,2,NA
1,2014,0,2,NA
1,1930,1,1,NA
2,1939,1,1,NA
2,1940,2,1,NA
1,1942,1,1,NA
2,1944,1,1,NA
1,1972,1,1,NA
2,1979,1,1,241
2,2002,0,1,NA
1,2006,0,1,NA
1,1981,1,2,295
2,1949,2,2,NA
2,1985,1,1,159
1,2011,0,2,NA
1,2014,0,2,NA
1,1948,1,1,NA
2,1952,1,1,NA
1,1986,5,2,233.3
1,1958,1,1,100
2,1958,1,1,108
1,1984,5,1,200
1,1936,1,2,NA
2,1938,1,2,NA
2,1971,2,2,208.3
1,1939,1,2,NA
2,1943,1,2,NA
1,1938,1,2,NA
2,1946,1,2,NA
2,1976,1,2,158
1,1971,1,2,343.7
2,2009,0,2,NA
1,1943,1,2,NA
2,1943,1,2,NA
1,2008,0,2,NA
1,1933,1,1,NA
2,1939,1,1,NA
1,1949,1,2,NA
2,1956,1,2,NA
2,1977,1,2,NA
1,1979,1,2,260
1,1981,1,2,250
1,1978,1,2,NA
1,2008,0,2,NA
2,1980,1,2,NA
2,2009,0,2,NA
2,2010,0,2,NA
1,2012,0,2,NA
2,1981,1,2,NA
2,2014,0,2,NA
1,1971,1,2,NA
2,1972,1,1,148.3
2,1999,0,1,NA
1,2005,0,2,NA
2,1963,2,2,120
1,1992,5,1,139.7
2,1993,5,2,NA
2,1996,5,2,NA
1,1997,5,2,NA
2,1940,2,1,NA
2,1975,5,1,130
1,1985,1,1,308
2,1983,5,2,NA
2,1986,1,1,NA
1,2014,0,2,NA
2,1968,1,1,NA
1,1999,0,1,NA
2,2002,0,1,NA
1,1960,1,2,303.3
2,1962,1,2,100
2,1989,5,2,158.6
2,1991,5,1,NA
2,1947,2,1,75.5
1,1966,3,2,188
2,1996,5,2,NA
1,1998,0,2,NA
2,1942,2,1,88.1
1,1997,5,2,NA
2,1931,2,1,NA
1,1937,1,2,NA
2,1937,1,2,NA
1,1954,1,2,NA
2,1958,1,2,NA
1,1982,5,2,250
2,1985,5,2,250
1,1961,2,2,180
1,1948,1,1,NA
2,1952,1,1,63.3
1,1973,1,2,NA
2,1974,1,1,228
1,2000,0,2,NA
2,2001,0,2,NA
1,1938,2,1,20
1,1966,1,1,588.8
2,1970,1,1,547.1
2,1975,5,2,250
1,1975,5,2,302
2,1979,1,2,NA
2,1982,1,1,NA
1,1978,1,1,361
1,2014,0,1,NA
1,1971,1,1,519.4
2,1974,1,1,NA
1,2002,0,1,NA
1,2005,0,1,NA
2,1981,5,1,NA
1,1938,2,2,NA
1,1974,5,2,122.5
1,1967,1,2,255
2,1970,1,1,NA
2,1995,5,1,NA
2,1956,3,2,NA
1,1984,5,2,180
1,1985,5,2,NA
2,1959,3,1,NA
1,1978,1,1,NA
2,1982,1,1,NA
2,2008,0,1,NA
2,1981,5,1,200
2,2014,0,2,NA
1,1964,1,1,226.7
2,1963,1,1,120
1,1989,5,1,206.7
2,1991,5,1,NA
2,1956,4,1,70
2,1982,1,1,330
1,1986,1,1,NA
1,1972,1,1,632.3
2,2010,0,1,NA
2,2013,0,1,NA
2,1985,1,1,NA
1,1947,1,1,NA
2,1949,1,1,NA
2,1970,1,1,NA
1,1974,5,1,NA
1,1971,1,1,465
1,2009,0,1,NA
2,2011,0,1,NA
1,1947,3,2,NA
1,1960,1,2,198
2,1967,1,2,NA
1,1970,1,1,429.7
2,1971,1,1,193
2,1997,5,1,NA
1,2001,0,1,NA
2,1936,2,2,NA
1,1957,1,2,NA
2,1963,1,2,NA
2,1984,5,2,255
1,1988,5,2,210.7
2,1966,3,2,100
2,1999,0,2,NA
1,1945,1,1,NA
2,1949,1,1,NA
1,1953,1,2,NA
2,1956,1,2,572.5
2,1987,5,2,185
1,1946,1,1,NA
2,1954,1,1,83.8
1,1952,1,1,280
2,1954,1,1,NA
2,1980,5,1,180
2,1948,5,1,NA
1,1946,1,2,251.9
2,1957,1,2,NA
2,1960,1,1,NA
2,1987,5,1,243
1,1960,1,1,441.5
1,1991,5,1,30
1,1939,3,1,NA
2,1959,3,2,NA
1,1990,5,2,100
1,1925,1,2,NA
2,1929,1,2,NA
1,1937,2,1,35
2,1975,5,2,NA
2,1973,1,2,150
1,1966,1,2,95
2,1998,0,2,NA
1,1999,0,2,NA
1,1967,1,1,NA
2,1970,1,1,160.8
2,1998,0,1,NA
1,2002,0,1,NA
1,1963,1,1,NA
2,1966,1,1,NA
2,1989,5,1,238.8
2,1991,5,1,199
2,1991,5,1,165.4
1,2003,0,1,NA
1,1949,3,2,160.8
2,1957,2,1,NA
2,1932,2,1,NA
1,1955,5,1,NA
1,1936,1,2,NA
2,1937,1,2,NA
2,1942,2,1,NA
2,1957,3,1,NA
2,1963,4,1,113
1,1999,0,2,NA
2,2001,0,2,NA
2,1956,1,2,NA
1,1981,5,2,315.4
1,1957,1,2,175
1,1959,1,2,NA
2,1962,1,2,NA
1,1993,5,2,NA
1,1958,3,2,78
1,1990,5,2,NA
1,1958,1,2,650
2,1960,1,2,106
1,1990,5,2,NA
1,1992,5,2,NA
1,1963,1,1,NA
2,1964,1,1,NA
2,1989,5,1,200
2,1996,5,1,140
2,1971,3,2,NA
1,1990,5,2,110
2,1961,3,2,NA
2,1998,0,2,NA
1,1957,1,2,NA
2,1961,1,2,NA
1,1988,5,2,NA
1,1942,1,1,NA
2,1942,1,1,NA
2,1959,3,2,71
2,1982,1,2,400
1,1980,1,2,360.4
1,1972,1,2,541.7
2,1971,1,2,NA
1,2008,0,2,NA
1,1973,1,2,390.5
2,1970,1,1,NA
2,2000,0,1,NA
2,2010,0,1,NA
1,1977,5,2,420
1,1973,1,2,555.4
2,1973,1,2,NA
2,2000,0,2,NA
1,2002,0,2,NA
2,1960,2,2,NA
1,2000,0,2,NA
1,1943,1,2,NA
2,1948,1,2,NA
1,1947,1,2,NA
2,1952,1,2,NA
1,1967,1,1,NA
2,1974,1,1,NA
1,2002,0,1,NA
2,2004,0,1,NA
1,2011,0,1,NA
1,1968,1,2,385.4
2,1972,1,2,266.6
2,2000,0,2,NA
1,2001,0,2,NA
2,1990,1,2,NA
1,1988,1,2,NA
1,2014,0,2,NA
1,1975,1,2,NA
2,1978,1,2,NA
2,2005,0,2,NA
1,2007,0,2,NA
1,1943,1,2,60
2,1947,1,2,105
1,1951,3,2,NA
2,1928,2,1,NA
2,1931,2,1,NA
1,1939,1,2,NA
2,1948,1,2,NA
1,1936,2,2,NA
1,1949,1,1,150
2,1955,1,1,NA
1,1981,5,1,NA
1,1983,5,1,416.6
1,1970,1,2,NA
2,1974,1,2,135
2,2002,0,2,NA
2,2004,0,2,NA
2,2006,0,2,NA
1,1943,1,2,NA
2,1956,1,2,NA
1,1972,3,2,NA
1,1997,5,2,NA
1,1960,1,2,NA
2,1965,1,2,NA
2,1995,5,2,NA
2,1999,0,2,NA
2,2001,0,2,NA
1,1940,3,2,NA
2,1942,2,2,NA
1,1971,3,2,228
2,2003,0,2,NA
1,1944,1,2,NA
2,1952,1,2,NA
1,1940,1,2,NA
2,1950,1,2,NA
1,1973,1,2,388
2,1976,1,2,NA
2,2005,0,2,NA
2,2010,0,2,NA
1,1943,1,2,NA
2,1950,1,2,NA
1,1930,1,1,NA
2,1938,1,1,NA
1,1959,1,2,NA
2,1960,1,2,NA
2,1957,1,2,106
1,1952,1,2,157
1,1981,1,2,250
2,1988,1,2,150
1,1962,1,1,NA
2,1970,1,1,153
1,1992,5,1,NA
2,1943,2,1,NA
1,1973,1,2,NA
2,1978,1,2,NA
2,1998,0,2,NA
2,2005,0,2,NA
1,1936,1,1,NA
2,1941,1,1,NA
2,1948,3,1,20
1,1971,5,1,NA
2,1935,2,1,NA
1,1976,1,2,337.5
2,1980,1,1,NA
1,1969,1,2,NA
2,1973,1,2,NA
2,1994,5,2,NA
2,1998,0,2,NA
1,1950,1,1,NA
2,1952,1,1,NA
2,1943,2,2,NA
1,1931,2,1,NA
1,1942,1,1,200
2,1944,1,1,NA
1,1942,1,1,NA
2,1942,1,1,NA
2,1961,3,2,180
2,1988,5,2,NA
2,1994,5,2,186
1,1958,1,1,350
2,1965,1,1,70
2,1989,5,1,NA
2,1995,5,1,NA
1,1999,0,1,NA
1,1949,1,2,20
2,1955,1,2,200
1,1970,1,2,565.8
2,1971,1,2,426.6
1,1998,0,2,NA
1,2003,0,2,NA
1,1966,1,2,NA
2,1969,1,1,NA
1,1996,5,2,NA
1,2002,0,2,NA
2,1942,2,1,NA
1,1954,1,2,NA
2,1955,1,2,NA
2,1982,1,2,175
2,1986,5,2,100
1,1980,1,2,375
2,2010,0,2,NA
1,2014,0,2,NA
1,1973,3,2,258
2,1937,2,1,NA
1,1966,3,2,100
1,1976,5,2,NA
1,1971,5,2,458.3
1,1943,1,2,NA
2,1946,1,1,NA
1,1933,2,1,NA
2,1960,2,2,NA
1,1986,5,2,170
2,1988,5,2,99.1
2,1951,3,2,NA
2,1995,5,2,NA
1,1961,2,2,50
2,1989,5,2,250
2,1991,5,2,130
1,1931,1,2,NA
2,1934,1,2,NA
2,1988,5,2,NA
1,1986,5,2,233.3
1,1954,1,2,183.3
2,1958,1,2,NA
1,1988,5,2,NA
1,1986,5,2,150
1,1958,3,1,160
2,1927,2,1,NA
1,1983,5,1,150
1,1941,1,1,100
2,1956,1,1,NA
1,1977,1,2,392.3
2,1973,1,1,NA
1,2013,0,2,NA
1,1954,1,1,250
2,1957,1,1,NA
1,1985,5,1,316.6
1,1963,1,1,666.6
2,1961,1,1,NA
1,1940,1,1,NA
2,1947,1,1,NA
2,1971,5,1,350
1,1976,1,1,500
2,1976,1,1,NA
1,2011,0,1,NA
2,2014,0,1,NA
1,1939,1,2,NA
2,1943,1,1,NA
2,1948,1,1,NA
1,1942,1,1,NA
2,1942,1,1,NA
2,1982,1,2,131
1,1975,1,2,NA
2,2007,0,2,NA
1,2012,0,2,NA
1,1978,5,2,75
1,1948,1,1,408.3
2,1952,1,1,NA
1,1939,2,1,NA
1,1963,1,2,1000
2,1965,1,1,81.4
2,1991,5,2,NA
1,1977,1,2,550.9
2,1980,1,2,NA
1,2011,0,2,NA
1,1972,1,2,583.3
2,1974,1,2,650
2,2003,0,2,NA
1,2008,0,2,NA
2,2010,0,2,NA
2,1944,2,1,NA
2,1948,2,1,212
2,1985,5,2,150
2,1970,2,2,88
1,1995,5,2,104.6
2,1996,5,2,90
2,1999,0,2,NA
2,1947,3,2,NA
1,1940,1,1,NA
2,1942,1,1,NA
2,1979,5,1,250
1,1938,2,1,29
1,1961,3,1,NA
2,1969,3,2,NA
2,1932,2,1,NA
2,1976,5,2,NA
2,1951,2,1,NA
1,1972,1,1,800.5
2,1976,1,2,NA
2,2007,0,2,NA
1,2009,0,2,NA
1,1970,1,1,653
2,1974,1,1,NA
1,2000,0,1,NA
2,2001,0,1,NA
1,1950,1,1,NA
2,1952,1,1,NA
1,1942,1,1,NA
2,1947,1,1,NA
1,1965,1,1,546.6
2,1969,1,1,321.6
1,1998,0,1,NA
1,2001,0,1,NA
1,1950,1,1,NA
2,1954,1,1,NA
1,1940,1,1,NA
2,1954,1,1,NA
2,1987,5,1,150
1,1953,1,1,NA
2,1953,1,1,186.6
2,1960,3,2,174.6
2,1990,5,2,186
1,1957,1,2,NA
2,1964,1,2,NA
1,1986,5,2,160
2,1988,5,2,NA
2,1957,1,2,78.8
1,1952,1,2,108
1,1981,5,2,333
2,1986,5,2,291.3
1,1959,1,2,445.8
2,1961,1,2,75
1,1988,5,2,NA
2,1992,5,2,NA
1,1936,1,2,NA
2,1940,1,2,NA
1,1976,1,1,616
2,1978,1,1,NA
2,2010,0,1,NA
2,1940,3,1,NA
1,1959,1,1,660
2,1961,1,1,140
1,1959,1,2,302.5
1,1989,5,2,259
2,1962,1,2,NA
1,2009,0,2,NA
1,1946,1,1,NA
2,1949,1,1,NA
1,1949,1,2,NA
2,1957,1,2,128
2,1958,2,1,138
1,1958,3,1,186
1,1989,5,2,NA
1,1985,5,2,159.5
2,1985,5,2,NA
2,1959,3,1,94
2,1983,5,2,94
2,1961,3,1,25
2,1988,5,1,NA
1,1953,1,1,NA
2,1958,1,1,153.5
1,1983,5,2,NA
1,1956,5,2,145
2,1942,2,1,NA
2,1945,5,1,NA
1,1942,1,1,70
2,1947,1,1,NA
2,1954,2,1,92
1,1988,5,1,NA
2,1940,5,1,NA
2,1927,2,1,NA
1,1935,1,1,NA
2,1939,1,1,NA
1,2003,0,1,NA
1,1936,1,1,32
2,1948,1,2,NA
1,1969,3,2,60
2,1993,1,2,NA
1,1985,1,2,309.6
1,2014,0,2,NA
2,1948,2,1,NA
1,1980,5,2,216.3
1,1974,1,2,941.7
2,1972,1,2,NA
1,2005,0,2,NA
2,2007,0,2,NA
2,1938,2,2,NA
1,1955,1,2,191
2,1954,1,1,NA
1,1977,5,2,164.1
1,1959,1,1,288
2,1966,1,1,170
1,1992,5,1,NA
2,1994,5,1,NA
1,1999,0,1,NA
1,1976,1,2,292.5
2,1948,2,2,NA
2,1980,1,2,NA
2,2011,0,2,NA
2,1953,2,2,NA
1,1979,5,2,NA
2,1947,2,1,NA
2,1938,2,1,NA
2,1950,2,2,NA
2,1974,5,2,148
1,1976,5,2,NA
2,1956,4,1,NA
1,1940,1,2,30
2,1947,1,2,NA
2,1969,3,1,128
1,1996,5,1,NA
1,1999,0,1,NA
1,1952,1,1,339.4
2,1961,1,1,NA
2,1983,1,1,403
1,1985,5,1,314.6
1,1980,1,2,502.5
1,2010,0,2,NA
2,2013,0,2,NA
1,1963,5,2,130
2,1939,2,1,NA
1,1950,1,2,135
2,1956,1,1,NA
1,1963,1,2,206
2,1964,1,2,175
1,1988,5,2,308
1,1993,1,2,218
2,1991,1,2,NA
1,1963,1,2,723
2,1967,1,2,102.5
1,1992,5,2,NA
2,1995,5,1,NA
1,1963,1,1,188
2,1968,1,1,NA
2,1991,5,1,150
2,1994,5,1,193.7
1,1997,5,1,NA
1,1941,1,1,NA
2,1947,1,1,20
2,1973,5,1,NA
1,1976,1,1,50
2,1985,1,1,100
2,2015,0,1,NA
1,1949,1,1,NA
2,1955,1,1,108
1,1979,5,1,NA
1,1961,1,2,NA
2,1965,1,1,NA
2,1991,5,2,513
1,1995,5,2,NA
1,1946,6,2,NA
2,1951,2,1,NA
1,1962,1,1,300
2,1966,1,1,NA
2,1993,5,1,NA
1,1996,5,1,NA
2,1959,2,2,100
1,1980,5,2,150
1,1982,5,2,225
1,1961,1,2,261.2
2,1963,1,2,NA
2,1982,5,2,246.1
1,1965,5,2,73
2,1939,2,2,NA
1,1963,1,2,500
2,1964,1,1,128
2,1991,5,2,173
2,1995,5,2,NA
1,1960,1,2,NA
2,1968,1,2,186
2,1997,5,2,NA
2,1999,0,2,NA
2,1933,2,1,NA
1,1935,1,1,70
2,1942,1,1,101
1,1942,1,1,NA
2,1947,1,1,NA
1,1943,1,1,50
2,1947,1,1,230
1,1973,5,1,210
1,1964,1,1,NA
2,1968,1,2,169.9
1,1992,5,2,NA
1,1997,5,2,NA
1,1971,1,1,758
2,1975,1,1,841
1,2002,0,1,NA
2,2005,0,1,NA
1,1959,1,1,311.1
2,1962,1,1,NA
1,1986,5,1,190
2,1989,5,1,216
1,1933,1,1,NA
2,1939,1,1,NA
2,1943,2,1,NA
1,1931,3,1,NA
1,1947,1,1,104
2,1948,1,1,NA
2,1938,2,1,NA
1,1960,1,1,170
2,1965,1,1,NA
2,1989,5,1,174.5
1,1991,5,1,NA
1,2000,0,1,NA
2,1971,1,1,NA
1,1972,1,1,500
2,2007,0,1,NA
1,1965,5,2,NA
2,1941,2,1,NA
2,1937,2,1,NA
2,1943,2,1,20
2,1957,4,1,NA
1,1986,5,1,466.3
1,1942,1,1,100
2,1950,1,1,NA
1,1963,1,1,484
2,1964,1,1,70
1,1997,5,1,NA
1,1999,0,1,NA
1,1935,2,1,8
2,1942,2,1,NA
2,1946,2,2,NA
1,1951,1,1,240
2,1948,1,1,NA
2,2003,0,2,NA
2,1997,5,2,NA
2,1955,3,2,NA
1,1941,1,2,NA
2,1944,1,1,NA
2,2001,0,2,NA
1,1970,3,2,150
1,1934,1,1,NA
2,1937,1,1,NA
2,1965,5,1,NA
1,1955,1,2,NA
2,1960,1,2,NA
1,1992,5,2,NA
2,1955,2,1,NA
1,1977,1,2,1666.6
2,1978,1,2,NA
2,2008,0,2,NA
1,1971,1,1,NA
2,1972,1,1,NA
1,2001,0,1,NA
2,2003,0,1,NA
2,2006,0,1,NA
1,1943,1,1,NA
2,1953,1,1,NA
1,1963,1,2,NA
2,1972,1,2,NA
2,1996,5,2,NA
1,1941,1,1,NA
2,1945,1,1,NA
1,1959,1,1,NA
2,1963,1,1,NA
1,1989,5,2,250
2,1991,5,1,NA
2,1947,3,2,NA
1,1952,1,2,NA
2,1964,1,2,NA
2,1983,5,2,NA
2,1968,2,1,134.7
1,1990,5,1,NA
2,1993,5,1,NA
1,1974,1,2,427.5
2,1951,2,2,NA
2,1977,1,2,420.8
2,2009,0,2,NA
1,2011,0,2,NA
1,1924,1,1,NA
2,1934,1,1,NA
2,1938,1,1,NA
1,1937,1,1,NA
2,1950,3,1,104.7
2,1982,1,2,NA
1,1962,1,2,NA
2,1959,1,2,NA
1,1981,1,2,384.5
2,2012,0,2,NA
2,2014,0,2,NA
2,1941,2,1,NA
1,1960,1,1,360
2,1970,1,1,251.7
2,1992,5,1,NA
1,2001,0,1,NA
2,1936,2,2,NA
2,1938,2,1,NA
2,1965,3,1,96.7
1,1988,5,1,191.7
1,1991,5,1,166.7
1,1947,1,1,NA
2,1954,1,1,NA
2,1975,3,1,NA
1,1999,0,1,NA
1,2001,0,1,NA
1,1940,1,1,NA
2,1944,1,1,NA
1,1967,4,2,236.6
1,1941,1,2,NA
2,1946,1,1,NA
1,1952,1,1,120
2,1954,1,1,65
1,1948,1,1,117
2,1950,1,1,28
1,1979,5,1,183.3
1,1936,1,1,NA
2,1941,1,1,NA
1,1974,5,1,187.5
1,1971,5,2,NA
2,1944,2,1,NA
2,1971,5,2,130
1,1962,1,2,266.2
1,1922,6,2,NA
1,1966,5,1,171.6
2,1984,1,2,NA
2,2008,0,2,NA
1,2010,0,2,NA
1,1942,1,2,NA
2,1946,1,2,NA
1,1969,5,2,NA
2,1928,2,2,NA
2,1948,2,1,23
2,1933,2,2,NA
1,1929,1,2,NA
2,1936,1,2,NA
1,1940,1,2,NA
2,1938,1,2,NA
1,1951,3,2,94.2
1,1979,5,2,NA
1,1940,1,2,NA
2,1945,1,2,NA
1,1956,1,1,243.7
2,1964,1,1,202.1
2,1991,5,1,138
2,1994,5,1,NA
1,1947,2,1,NA
2,1957,3,2,NA
1,1955,1,1,170.8
2,1964,1,1,96.6
2,1958,2,1,NA
2,1931,2,1,NA
2,1950,2,2,NA
2,1935,2,1,NA
2,1957,4,1,NA
1,1979,5,2,145
2,1949,2,1,NA
1,1939,1,2,NA
2,1952,1,2,NA
2,1947,2,1,NA
2,1935,2,2,NA
2,1930,2,1,NA
1,1940,1,2,NA
2,1943,1,2,NA
1,1940,1,1,NA
2,1943,1,1,NA
1,1943,1,1,NA
2,1948,1,1,NA
1,1937,2,1,NA
2,1938,2,2,NA
2,1939,2,1,NA
2,1937,1,1,NA
1,1935,1,1,NA
1,1953,1,2,NA
2,1957,1,1,100
2,1977,3,2,NA
1,1977,5,2,NA
2,1983,5,2,150
2,1967,4,1,121.8
2,2001,0,1,NA
2,1944,2,1,78
1,1969,1,2,360
2,1975,1,2,145
1,2004,0,2,NA
2,2006,0,2,NA
1,1961,1,1,NA
2,1962,1,1,115
1,1988,5,1,NA
1,1945,1,1,NA
2,1953,1,1,NA
1,1946,1,1,NA
2,1949,1,1,NA
2,1978,1,2,NA
1,1979,1,2,285
2,2012,0,2,NA
1,2014,0,2,NA
1,1952,1,1,155.3
2,1952,1,1,NA
2,1980,1,2,NA
2,1984,1,2,120
